	len_changed	len_not_found	not_found	changed
ChREBP activates metabolic gene expression	0	0	[]	{}
Chaperone Mediated Autophagy	0	0	[]	{}
Chaperonin-mediated protein folding	1	0	[]	{'FKBP9': 'FKBP1B'}
Chemokine receptors bind chemokines	0	0	[]	{}
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0	0	[]	{}
Cholesterol biosynthesis	1	0	[]	{'HSD17B7': 'HSD17B7P2'}
Cholesterol biosynthesis via desmosterol	0	0	[]	{}
Cholesterol biosynthesis via lathosterol	0	0	[]	{}
Choline catabolism	0	0	[]	{}
Chondroitin sulfate biosynthesis	0	0	[]	{}
Chondroitin sulfate/dermatan sulfate metabolism	0	0	[]	{}
Chromatin modifying enzymes	4	0	[]	{'MINA': 'RIOX2', 'H2AFX': 'H2AX', 'BRMS1': 'BRMS1L', 'IKBKAP': 'ELP1'}
Chromatin organization	4	0	[]	{'MINA': 'RIOX2', 'H2AFX': 'H2AX', 'BRMS1': 'BRMS1L', 'IKBKAP': 'ELP1'}
Chromosome Maintenance	8	0	[]	{'TEN1': 'TENM1', 'STRA13': 'CENPX', 'LIG1': 'LRIG1', 'H2AFX': 'H2AX', 'GAR1': 'CNGB1', 'CENPC': 'CENPCP1', 'RPA1': 'POLR1A', 'APITD1': 'CENPS'}
Chylomicron assembly	1	0	[]	{'MTTP': 'MT-TP'}
Chylomicron clearance	0	0	[]	{}
Chylomicron remodeling	0	0	[]	{}
Cilium Assembly	7	0	[]	{'SMO': 'SMOX', 'TCTEX1D2': 'DYNLT2B', 'TCTE3': 'DYNLT2', 'PKD2': 'PRKD2', 'RP2': 'STK19B', 'INPP5E': 'PMPCA', 'TCTEX1D1': 'DYNLT5'}
Circadian Clock	2	0	[]	{'DBP': 'GC', 'CCRN4L': 'NOCT'}
Citric acid cycle (TCA cycle)	0	0	[]	{}
Class A/1 (Rhodopsin-like receptors)	7	0	[]	{'TAAR3': 'TAAR3P', 'PSAP': 'MTCH1', 'HRH2': 'DHX15', 'HCRTR2': 'CD200R1', 'NMB': 'GPNMB', 'CNR2': 'PCDHA6', 'GRP': 'LGALSL'}
Class B/2 (Secretin family receptors)	5	0	[]	{'SMO': 'SMOX', 'VIP': 'CPAMD8', 'GIP': 'C1QTNF1', 'FZD3': 'FZD9', 'PTH2': 'PTENP1'}
Class C/3 (Metabotropic glutamate/pheromone receptors)	0	0	[]	{}
Class I MHC mediated antigen processing & presentation	4	2	['porB', 'mip']	{'TAP2': 'SEC14L3', 'PARK2': 'PRKN', 'HLA-H': 'HFE', 'VPRBP': 'DCAF1'}
Class I peroxisomal membrane protein import	0	0	[]	{}
Classical Kir channels	0	0	[]	{}
Classical antibody-mediated complement activation	0	2	['IGHV', 'IGLV']	{}
Clathrin-mediated endocytosis	1	0	[]	{'ARFGAP1': 'ARFGAP3'}
Cleavage of the damaged purine	1	0	[]	{'H2AFX': 'H2AX'}
Cleavage of the damaged pyrimidine	1	0	[]	{'H2AFX': 'H2AX'}
Cobalamin (Cbl, vitamin B12) transport and metabolism	0	0	[]	{}
Coenzyme A biosynthesis	0	0	[]	{}
Cohesin Loading onto Chromatin	0	0	[]	{}
Collagen biosynthesis and modifying enzymes	0	0	[]	{}
Collagen chain trimerization	0	0	[]	{}
Collagen degradation	1	0	[]	{'MMP20': 'MMP25'}
Collagen formation	2	0	[]	{'MMP20': 'MMP25', 'LAMA3': 'LAMA4'}
Common Pathway of Fibrin Clot Formation	0	0	[]	{}
Competing endogenous RNAs (ceRNAs) regulate PTEN translation	0	0	[]	{}
Complement cascade	1	2	['IGHV', 'IGLV']	{'CPN2': 'CYP11B2'}
Complex I biogenesis	0	0	[]	{}
Condensation of Prometaphase Chromosomes	0	0	[]	{}
Condensation of Prophase Chromosomes	1	0	[]	{'H2AFX': 'H2AX'}
Conjugation of benzoate with glycine	0	0	[]	{}
Conjugation of carboxylic acids	0	0	[]	{}
Conjugation of phenylacetate with glutamine	0	0	[]	{}
Conjugation of salicylate with glycine	0	0	[]	{}
Constitutive Signaling by AKT1 E17K in Cancer	0	0	[]	{}
Constitutive Signaling by Aberrant PI3K in Cancer	1	0	[]	{'FGF2': 'FGF13'}
Constitutive Signaling by EGFRvIII	0	0	[]	{}
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0	0	[]	{}
Constitutive Signaling by NOTCH1 HD Domain Mutants	0	0	[]	{}
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0	0	[]	{}
Constitutive Signaling by NOTCH1 PEST Domain Mutants	0	0	[]	{}
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0	0	[]	{}
Constitutive Signaling by Overexpressed ERBB2	0	0	[]	{}
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0	0	[]	{}
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	0	0	[]	{}
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	0	0	[]	{}
Costimulation by the CD28 family	2	0	[]	{'PAK3': 'ARHGEF7', 'PAK1': 'PKN1'}
Creatine metabolism	0	0	[]	{}
Creation of C4 and C2 activators	0	2	['IGHV', 'IGLV']	{}
Cristae formation	0	0	[]	{}
Cross-presentation of particulate exogenous antigens (phagosomes)	0	0	[]	{}
Cross-presentation of soluble exogenous antigens (endosomes)	0	0	[]	{}
Crosslinking of collagen fibrils	0	0	[]	{}
Cyclin A/B1/B2 associated events during G2/M transition	0	0	[]	{}
Cyclin A:Cdk2-associated events at S phase entry	0	0	[]	{}
Cyclin D associated events in G1	0	0	[]	{}
Cyclin E associated events during G1/S transition	0	0	[]	{}
Cysteine formation from homocysteine	0	0	[]	{}
Cytochrome P450 - arranged by substrate type	0	0	[]	{}
Cytochrome c-mediated apoptotic response	0	0	[]	{}
Cytokine Signaling in Immune system	13	4	['VP3', 'gag', 'CSF2 gene', 'HSP9']	{'OSM': 'CCM2', 'POM121': 'POMZP3', 'AIP': 'AURKAIP1', 'TNFRSF11B': 'BTF3P11', 'FGF2': 'FGF13', 'KPNA7': 'KPNA6', 'TRAF2': 'TANK', 'HLA-H': 'HFE', 'IL8': 'CXCL8', 'NS': 'GNL3', 'TNFSF6': 'FASLG', 'LCP1': 'TOX4', 'IL27': 'IL17D'}
Cytosolic iron-sulfur cluster assembly	1	0	[]	{'BRIP1': 'MRPL36'}
Cytosolic sensors of pathogen-associated DNA	0	0	[]	{}
Cytosolic sulfonation of small molecules	1	0	[]	{'SULT1C2': 'SULT1C4'}
Cytosolic tRNA aminoacylation	0	0	[]	{}
DAG and IP3 signaling	0	0	[]	{}
DAP12 interactions	1	0	[]	{'LAT': 'SPNS1'}
DAP12 signaling	1	0	[]	{'LAT': 'SPNS1'}
DARPP-32 events	0	0	[]	{}
DCC mediated attractive signaling	0	0	[]	{}
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1	0	[]	{'TRAF2': 'TANK'}
DEx/H-box helicases activate type I IFN and inflammatory cytokines production	0	0	[]	{}
DNA Damage Bypass	3	0	[]	{'UFD1L': 'UFD1', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
DNA Damage Recognition in GG-NER	0	0	[]	{}
DNA Damage Reversal	0	0	[]	{}
DNA Damage/Telomere Stress Induced Senescence	2	0	[]	{'H2AFX': 'H2AX', 'NBN': 'ARTN'}
DNA Double Strand Break Response	6	0	[]	{'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'BAP1': 'RNF2', 'H2AFX': 'H2AX', 'BRCC3': 'DEPDC1B', 'NBN': 'ARTN'}
DNA Double-Strand Break Repair	10	0	[]	{'RAD1': 'ERCC4', 'BRCC3': 'DEPDC1B', 'BRIP1': 'MRPL36', 'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'BAP1': 'RNF2', 'NBN': 'ARTN', 'H2AFX': 'H2AX', 'RPA1': 'POLR1A', 'POLK': 'TENT4A'}
DNA Repair	15	0	[]	{'BAP1': 'RNF2', 'POLK': 'TENT4A', 'UFD1L': 'UFD1', 'APITD1': 'CENPS', 'BRIP1': 'MRPL36', 'BRE': 'BABAM2', 'FAM175A': 'ABRAXAS1', 'H2AFX': 'H2AX', 'STRA13': 'CENPX', 'LIG1': 'LRIG1', 'NBN': 'ARTN', 'RPA1': 'POLR1A', 'RAD1': 'ERCC4', 'BRCC3': 'DEPDC1B', 'ISY1': 'RAB43'}
DNA Replication	4	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7', 'LIG1': 'LRIG1', 'RPA1': 'POLR1A'}
DNA Replication Pre-Initiation	3	0	[]	{'ORC1': 'SLC25A15', 'MCM2': 'MCM7', 'RPA1': 'POLR1A'}
DNA methylation	1	0	[]	{'H2AFX': 'H2AX'}
DNA replication initiation	0	0	[]	{}
DNA strand elongation	3	0	[]	{'LIG1': 'LRIG1', 'RPA1': 'POLR1A', 'MCM2': 'MCM7'}
DSCAM interactions	1	0	[]	{'PAK1': 'PKN1'}
Dasatinib-resistant KIT mutants	0	0	[]	{}
Deactivation of the beta-catenin transactivating complex	0	0	[]	{}
Deadenylation of mRNA	5	0	[]	{'PAN3': 'NLRP6', 'RQCD1': 'CNOT9', 'ZCCHC6': 'TUT7', 'ZCCHC11': 'TUT4', 'PAN2': 'NLRP4'}
Deadenylation-dependent mRNA decay	5	0	[]	{'PAN3': 'NLRP6', 'RQCD1': 'CNOT9', 'ZCCHC6': 'TUT7', 'ZCCHC11': 'TUT4', 'PAN2': 'NLRP4'}
Death Receptor Signalling	2	3	['SPI-2', 'UL36', 'CRMA']	{'NET1': 'SLC6A2', 'TRAF2': 'TANK'}
Dectin-1 mediated noncanonical NF-kB signaling	0	0	[]	{}
Dectin-2 family	0	1	['env']	{}
Defective ABCA1 causes TGD	0	0	[]	{}
Defective ABCA12 causes ARCI4B	0	0	[]	{}
Defective ABCA3 causes SMDP3	0	0	[]	{}
Defective ABCB11 causes PFIC2 and BRIC2	0	0	[]	{}
Defective ABCB4 causes PFIC3, ICP3 and GBD1	0	0	[]	{}
Defective ABCB6 causes MCOPCB7	0	0	[]	{}
Defective ABCC2 causes DJS	0	0	[]	{}
Defective ABCC6 causes PXE	0	0	[]	{}
Defective ABCC8 can cause hypo- and hyper-glycemias	0	0	[]	{}
Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome	0	0	[]	{}
Defective ABCD1 causes ALD	0	0	[]	{}
Defective ABCD4 causes MAHCJ	0	0	[]	{}
Defective ABCG5 causes sitosterolemia	0	0	[]	{}
Defective ABCG8 causes GBD4 and sitosterolemia	0	0	[]	{}
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)	0	0	[]	{}
Defective ACY1 causes encephalopathy	0	0	[]	{}
Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)	0	0	[]	{}
Defective ALG1 causes ALG1-CDG (CDG-1k)	0	0	[]	{}
Defective ALG11 causes ALG11-CDG (CDG-1p)	0	0	[]	{}
Defective ALG12 causes ALG12-CDG (CDG-1g)	0	0	[]	{}
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)	0	0	[]	{}
Defective ALG2 causes ALG2-CDG (CDG-1i)	0	0	[]	{}
Defective ALG3 causes ALG3-CDG (CDG-1d)	0	0	[]	{}
Defective ALG6 causes ALG6-CDG (CDG-1c)	0	0	[]	{}
Defective ALG8 causes ALG8-CDG (CDG-1h)	0	0	[]	{}
Defective ALG9 causes ALG9-CDG (CDG-1l)	0	0	[]	{}
Defective AMN causes hereditary megaloblastic anemia 1	0	0	[]	{}
Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)	0	0	[]	{}
Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	0	0	[]	{}
Defective B3GALT6 causes EDSP2 and SEMDJL1	0	0	[]	{}
Defective B3GALTL causes Peters-plus syndrome (PpS)	0	0	[]	{}
Defective B3GAT3 causes JDSSDHD	0	0	[]	{}
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0	0	[]	{}
Defective B4GALT7 causes EDS, progeroid type	0	0	[]	{}
Defective BTD causes biotidinase deficiency	0	0	[]	{}
Defective Base Excision Repair Associated with MUTYH	0	0	[]	{}
Defective Base Excision Repair Associated with NEIL1	0	0	[]	{}
Defective Base Excision Repair Associated with NEIL3	0	0	[]	{}
Defective Base Excision Repair Associated with NTHL1	0	0	[]	{}
Defective Base Excision Repair Associated with OGG1	0	0	[]	{}
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	0	0	[]	{}
Defective CD320 causes methylmalonic aciduria	0	0	[]	{}
Defective CFTR causes cystic fibrosis	0	0	[]	{}
Defective CHST14 causes EDS, musculocontractural type	0	0	[]	{}
Defective CHST3 causes SEDCJD	0	0	[]	{}
Defective CHST6 causes MCDC1	0	0	[]	{}
Defective CHSY1 causes TPBS	0	0	[]	{}
Defective CP causes aceruloplasminemia (ACERULOP)	0	0	[]	{}
Defective CSF2RA causes SMDP4	0	0	[]	{}
Defective CSF2RB causes SMDP5	0	0	[]	{}
Defective CUBN causes hereditary megaloblastic anemia 1	0	0	[]	{}
Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)	0	0	[]	{}
Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)	0	0	[]	{}
Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)	0	0	[]	{}
Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)	0	0	[]	{}
Defective CYP19A1 causes Aromatase excess syndrome (AEXS)	0	0	[]	{}
Defective CYP1B1 causes Glaucoma	0	0	[]	{}
Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)	0	0	[]	{}
Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)	0	0	[]	{}
Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)	0	0	[]	{}
Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)	0	0	[]	{}
Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)	0	0	[]	{}
Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)	0	0	[]	{}
Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)	0	0	[]	{}
Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)	0	0	[]	{}
Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)	0	0	[]	{}
Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)	0	0	[]	{}
Defective DHDDS causes retinitis pigmentosa 59	0	0	[]	{}
Defective DNA double strand break response due to BARD1 loss of function	0	0	[]	{}
Defective DNA double strand break response due to BRCA1 loss of function	0	0	[]	{}
Defective DOLK causes DOLK-CDG (CDG-1m)	0	0	[]	{}
Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2	0	0	[]	{}
Defective DPM1 causes DPM1-CDG (CDG-1e)	0	0	[]	{}
Defective DPM2 causes DPM2-CDG (CDG-1u)	0	0	[]	{}
Defective DPM3 causes DPM3-CDG (CDG-1o)	0	0	[]	{}
Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0	0	[]	{}
Defective EXT2 causes exostoses 2	0	0	[]	{}
Defective F8 accelerates dissociation of the A2 domain	0	0	[]	{}
Defective F8 binding to the cell membrane	0	0	[]	{}
Defective F8 binding to von Willebrand factor	0	0	[]	{}
Defective F8 cleavage by thrombin	0	0	[]	{}
Defective F8 secretion	0	0	[]	{}
Defective F8 sulfation at Y1699	0	0	[]	{}
Defective F9 activation	0	0	[]	{}
Defective F9 secretion	0	0	[]	{}
Defective F9 variant does not activate FX	0	0	[]	{}
Defective FMO3 causes Trimethylaminuria (TMAU)	0	0	[]	{}
Defective GALE can cause Epimerase-deficiency galactosemia (EDG)	0	0	[]	{}
Defective GALK1 can cause Galactosemia II (GALCT2)	0	0	[]	{}
Defective GALNT12 causes colorectal cancer 1 (CRCS1)	0	0	[]	{}
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	0	0	[]	{}
Defective GALT can cause Galactosemia	0	0	[]	{}
Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)	1	0	[]	{'GCK': 'MAP4K2'}
Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)	0	0	[]	{}
Defective GFPT1 causes CMSTA1	0	0	[]	{}
Defective GGT1 causes Glutathionuria (GLUTH)	0	0	[]	{}
Defective GIF causes intrinsic factor deficiency	0	0	[]	{}
Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2	0	0	[]	{}
Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)	1	0	[]	{'GSS': 'PRNP'}
Defective HEXA causes GM2G1	0	0	[]	{}
Defective HEXB causes GM2G2	0	0	[]	{}
Defective HK1 causes hexokinase deficiency (HK deficiency)	1	0	[]	{'HK1': 'HOOK1'}
Defective HLCS causes multiple carboxylase deficiency	1	0	[]	{'PC': 'PODXL'}
Defective Inhibition of DNA Recombination at Telomere	0	0	[]	{}
Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	0	0	[]	{}
Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	0	0	[]	{}
Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	0	0	[]	{}
Defective LARGE causes MDDGA6 and MDDGB6	0	0	[]	{}
Defective LFNG causes SCDO3	0	0	[]	{}
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	0	0	[]	{}
Defective MAN1B1 causes MRT15	0	0	[]	{}
Defective MAOA causes Brunner syndrome (BRUNS)	0	0	[]	{}
Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)	0	0	[]	{}
Defective MGAT2 causes MGAT2-CDG (CDG-2a)	1	0	[]	{'MGAT2': 'MOGAT2'}
Defective MMAA causes methylmalonic aciduria type cblA	0	0	[]	{}
Defective MMAB causes methylmalonic aciduria type cblB	0	0	[]	{}
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	0	0	[]	{}
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	0	0	[]	{}
Defective MOGS causes MOGS-CDG (CDG-2b)	0	0	[]	{}
Defective MPDU1 causes MPDU1-CDG (CDG-1f)	0	0	[]	{}
Defective MPI causes MPI-CDG (CDG-1b)	0	0	[]	{}
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	0	0	[]	{}
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE	0	0	[]	{}
Defective MUT causes methylmalonic aciduria mut type	0	0	[]	{}
Defective MUTYH substrate binding	0	0	[]	{}
Defective MUTYH substrate processing	0	0	[]	{}
Defective Mismatch Repair Associated With MLH1	0	0	[]	{}
Defective Mismatch Repair Associated With MSH2	0	0	[]	{}
Defective Mismatch Repair Associated With MSH3	0	0	[]	{}
Defective Mismatch Repair Associated With MSH6	0	0	[]	{}
Defective Mismatch Repair Associated With PMS2	0	0	[]	{}
Defective NEU1 causes sialidosis	0	0	[]	{}
Defective NTHL1 substrate binding	0	0	[]	{}
Defective NTHL1 substrate processing	0	0	[]	{}
Defective OGG1 Localization	0	0	[]	{}
Defective OGG1 Substrate Binding	0	0	[]	{}
Defective OGG1 Substrate Processing	0	0	[]	{}
Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)	0	0	[]	{}
Defective PAPSS2 causes SEMD-PA	0	0	[]	{}
Defective PGM1 causes PGM1-CDG (CDG1t)	0	0	[]	{}
Defective PMM2 causes PMM2-CDG (CDG-1a)	0	0	[]	{}
Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	0	0	[]	{}
Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	0	0	[]	{}
Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	0	0	[]	{}
Defective RFT1 causes RFT1-CDG (CDG-1n)	0	0	[]	{}
Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)	0	0	[]	{}
Defective RIPK1-mediated regulated necrosis	1	0	[]	{'TRAF2': 'TANK'}
Defective SERPING1 causes hereditary angioedema	0	0	[]	{}
Defective SFTPA2 causes IPF	0	0	[]	{}
Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)	0	0	[]	{}
Defective SLC12A1 causes Bartter syndrome 1 (BS1)	0	0	[]	{}
Defective SLC12A3 causes Gitelman syndrome (GS)	0	0	[]	{}
Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)	0	0	[]	{}
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	0	0	[]	{}
Defective SLC17A5 causes Salla disease (SD) and ISSD	0	0	[]	{}
Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)	0	0	[]	{}
Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)	0	0	[]	{}
Defective SLC1A3 causes episodic ataxia 6 (EA6)	0	0	[]	{}
Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)	0	0	[]	{}
Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)	0	0	[]	{}
Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)	0	0	[]	{}
Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)	0	0	[]	{}
Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)	0	0	[]	{}
Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)	0	0	[]	{}
Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)	0	0	[]	{}
Defective SLC26A2 causes chondrodysplasias	0	0	[]	{}
Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)	0	0	[]	{}
Defective SLC26A4 causes Pendred syndrome (PDS)	0	0	[]	{}
Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)	0	0	[]	{}
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)	0	0	[]	{}
Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)	0	0	[]	{}
Defective SLC2A10 causes arterial tortuosity syndrome (ATS)	0	0	[]	{}
Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)	0	0	[]	{}
Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)	0	0	[]	{}
Defective SLC33A1 causes spastic paraplegia 42 (SPG42)	0	0	[]	{}
Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)	0	0	[]	{}
Defective SLC34A2 causes PALM	0	0	[]	{}
Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	0	0	[]	{}
Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)	0	0	[]	{}
Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	0	0	[]	{}
Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)	0	0	[]	{}
Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)	0	0	[]	{}
Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)	0	0	[]	{}
Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)	0	0	[]	{}
Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)	0	0	[]	{}
Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)	0	0	[]	{}
Defective SLC3A1 causes cystinuria (CSNU)	0	0	[]	{}
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)	0	0	[]	{}
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)	0	0	[]	{}
Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)	0	0	[]	{}
Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)	0	0	[]	{}
Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)	0	0	[]	{}
Defective SLC5A2 causes renal glucosuria (GLYS1)	0	0	[]	{}
Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)	0	0	[]	{}
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)	0	0	[]	{}
Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	0	0	[]	{}
Defective SLC6A19 causes Hartnup disorder (HND)	0	0	[]	{}
Defective SLC6A2 causes orthostatic intolerance (OI)	0	0	[]	{}
Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	0	0	[]	{}
Defective SLC6A5 causes hyperekplexia 3 (HKPX3)	1	0	[]	{'SLC6A5': 'SLC6A2'}
Defective SLC7A7 causes lysinuric protein intolerance (LPI)	0	0	[]	{}
Defective SLC7A9 causes cystinuria (CSNU)	0	0	[]	{}
Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)	0	0	[]	{}
Defective SLC9A9 causes autism 16 (AUTS16)	0	0	[]	{}
Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	0	0	[]	{}
Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)	0	0	[]	{}
Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	0	0	[]	{}
Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ	0	0	[]	{}
Defective ST3GAL3 causes MCT12 and EIEE15	0	0	[]	{}
Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)	0	0	[]	{}
Defective TCN2 causes hereditary megaloblastic anemia	0	0	[]	{}
Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)	0	0	[]	{}
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	2	0	[]	{'POM121': 'POMZP3', 'GCK': 'MAP4K2'}
Defective UGT1A1 causes hyperbilirubinemia	0	0	[]	{}
Defective UGT1A4 causes hyperbilirubinemia	0	0	[]	{}
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	0	0	[]	{}
Defective cofactor function of FVIIIa variant	0	0	[]	{}
Defective factor IX causes hemophilia B	0	0	[]	{}
Defective factor IX causes thrombophilia	0	0	[]	{}
Defective factor VIII causes hemophilia A	0	0	[]	{}
Defective factor XII causes hereditary angioedema	0	0	[]	{}
Defective gamma-carboxylation of F9	0	0	[]	{}
Defective pro-SFTPB causes SMDP1 and RDS	0	0	[]	{}
Defective pro-SFTPC causes SMDP2 and RDS	0	0	[]	{}
Defective translocation of RB1 mutants to the nucleus	0	0	[]	{}
Defects in biotin (Btn) metabolism	1	0	[]	{'PC': 'PODXL'}
Defects in cobalamin (B12) metabolism	0	0	[]	{}
Defects in vitamin and cofactor metabolism	1	0	[]	{'PC': 'PODXL'}
Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	0	0	[]	{}
Defensins	3	1	['env']	{'DEFA3': 'DEFA1A3', 'DEFB108P1': 'DEFB108A', 'DEFB131': 'DEFB131A'}
Degradation of AXIN	0	0	[]	{}
Degradation of DVL	0	0	[]	{}
Degradation of GABA	0	0	[]	{}
Degradation of GLI1 by the proteasome	0	0	[]	{}
Degradation of GLI2 by the proteasome	0	0	[]	{}
Degradation of beta-catenin by the destruction complex	0	0	[]	{}
Degradation of cysteine and homocysteine	1	0	[]	{'SQRDL': 'SQOR'}
